train_id,train_number,train_type,origin,destination,corridor_id,station_from,station_to,arrival_time,departure_time,scheduled_date,direction
TR0437,51311,Mail/Express,Katpadi,Coimbatore,COR_14,Katpadi,Coimbatore,15:58,13:30,2026-09-11,Down
TR0438,61748,Passenger,Hosur,Arakkonam,COR_09,Hosur,Arakkonam,10:30,07:50,2026-09-20,Up
TR0439,66362,Passenger,Krishnarajapuram,Tiruppur,COR_02,Krishnarajapuram,Tiruppur,08:01,07:30,2026-09-06,Down
TR0440,16710,Goods,Dindigul,Karur,COR_18,Dindigul,Karur,03:46,00:40,2026-09-22,Up
TR0441,53068,Passenger,Dindigul,Hosur,COR_18,Dindigul,Hosur,06:59,03:10,2026-09-24,Up
TR0442,72896,Passenger,Karur,Katpadi,COR_01,Karur,Katpadi,13:25,10:50,2026-09-08,Down
TR0443,36750,Goods,Hosur,Bengaluru_City,COR_06,Hosur,Bengaluru_City,17:18,13:10,2026-09-15,Up
TR0444,10436,Suburban,Hosur,Katpadi,COR_10,Hosur,Katpadi,03:42,02:10,2026-09-06,Down
TR0445,70987,Goods,Vellore,Tiruppur,COR_06,Vellore,Tiruppur,14:46,10:00,2026-09-19,Down
TR0446,34811,Goods,Salem,Katpadi,COR_03,Salem,Katpadi,14:58,11:10,2026-09-12,Up
TR0447,31016,Goods,Katpadi,Dindigul,COR_20,Katpadi,Dindigul,08:35,05:10,2026-09-21,Up
TR0448,23575,Mail/Express,Salem,Chennai_Central,COR_16,Salem,Chennai_Central,14:41,10:30,2026-09-16,Up
TR0449,39720,Mail/Express,Bangarapet,Coimbatore,COR_06,Bangarapet,Coimbatore,19:54,18:50,2026-09-19,Down
TR0450,69363,Passenger,Dharmapuri,Salem,COR_13,Dharmapuri,Salem,06:48,06:00,2026-09-22,Down
TR0451,51309,Mail/Express,Salem,Dharmapuri,COR_01,Salem,Dharmapuri,14:23,13:50,2026-09-06,Up
TR0452,74794,Goods,Tiruchirappalli,Vellore,COR_04,Tiruchirappalli,Vellore,22:42,18:10,2026-09-21,Down
TR0453,48463,Passenger,Arakkonam,Dharmapuri,COR_04,Arakkonam,Dharmapuri,11:27,07:20,2026-09-07,Up
TR0454,54556,Mail/Express,Vaniyambadi,Bengaluru_City,COR_10,Vaniyambadi,Bengaluru_City,15:03,12:10,2026-09-06,Down
TR0455,12979,Passenger,Coimbatore,Hosur,COR_03,Coimbatore,Hosur,03:18,23:20,2026-09-13,Down
TR0456,57517,Passenger,Katpadi,Vaniyambadi,COR_06,Katpadi,Vaniyambadi,18:01,16:40,2026-09-12,Down
TR0457,40345,Passenger,Vellore,Jolarpettai,COR_11,Vellore,Jolarpettai,19:20,18:10,2026-09-13,Up
TR0458,23164,Mail/Express,Dindigul,Hosur,COR_18,Dindigul,Hosur,20:52,17:50,2026-09-05,Down
TR0459,27942,Passenger,Katpadi,Dharmapuri,COR_14,Katpadi,Dharmapuri,09:46,08:50,2026-09-22,Up
TR0460,24010,Passenger,Coimbatore,Arakkonam,COR_04,Coimbatore,Arakkonam,19:17,15:20,2026-09-22,Up
TR0461,12207,Goods,Dharmapuri,Jolarpettai,COR_03,Dharmapuri,Jolarpettai,07:13,05:50,2026-09-08,Up
TR0462,45823,Goods,Krishnarajapuram,Karur,COR_17,Krishnarajapuram,Karur,05:47,00:50,2026-09-10,Down
TR0463,35227,Mail/Express,Krishnarajapuram,Arakkonam,COR_18,Krishnarajapuram,Arakkonam,16:58,13:10,2026-09-13,Down
TR0464,42640,Goods,Erode,Karur,COR_05,Erode,Karur,21:07,18:20,2026-09-07,Down
TR0465,43152,Goods,Coimbatore,Chennai_Central,COR_09,Coimbatore,Chennai_Central,05:37,03:30,2026-09-22,Up
TR0466,40258,Suburban,Vellore,Krishnarajapuram,COR_19,Vellore,Krishnarajapuram,05:40,04:50,2026-09-05,Up
TR0467,37551,Goods,Vaniyambadi,Bangarapet,COR_13,Vaniyambadi,Bangarapet,08:31,08:00,2026-09-04,Down
TR0468,26153,Mail/Express,Dharmapuri,Bangarapet,COR_04,Dharmapuri,Bangarapet,15:55,14:10,2026-09-14,Down
TR0469,29125,Passenger,Tiruchirappalli,Bengaluru_City,COR_13,Tiruchirappalli,Bengaluru_City,17:03,14:50,2026-09-15,Up
TR0470,43044,Passenger,Coimbatore,Dindigul,COR_08,Coimbatore,Dindigul,09:25,08:30,2026-09-18,Up
TR0471,64185,Passenger,Arakkonam,Tiruppur,COR_02,Arakkonam,Tiruppur,18:34,16:20,2026-09-13,Up
TR0472,79414,Passenger,Bengaluru_City,Jolarpettai,COR_10,Bengaluru_City,Jolarpettai,17:32,13:00,2026-09-18,Down
TR0473,72499,Suburban,Krishnarajapuram,Tiruppur,COR_10,Krishnarajapuram,Tiruppur,09:41,06:50,2026-09-12,Up
TR0474,73688,Passenger,Krishnarajapuram,Tiruppur,COR_16,Krishnarajapuram,Tiruppur,06:30,04:00,2026-09-21,Up
TR0475,45626,Mail/Express,Bengaluru_City,Salem,COR_04,Bengaluru_City,Salem,17:40,16:20,2026-09-20,Down
TR0476,47068,Passenger,Chennai_Central,Katpadi,COR_13,Chennai_Central,Katpadi,20:33,18:00,2026-09-11,Up
TR0477,65014,Goods,Tiruchirappalli,Chennai_Central,COR_16,Tiruchirappalli,Chennai_Central,07:17,04:00,2026-09-04,Down
TR0478,42921,Goods,Jolarpettai,Vellore,COR_07,Jolarpettai,Vellore,03:27,23:20,2026-09-12,Up
TR0479,42097,Passenger,Salem,Vellore,COR_13,Salem,Vellore,14:40,12:30,2026-09-14,Down
TR0480,12153,Goods,Krishnarajapuram,Dharmapuri,COR_16,Krishnarajapuram,Dharmapuri,19:20,15:10,2026-09-07,Up
TR0481,19516,Passenger,Karur,Arakkonam,COR_08,Karur,Arakkonam,10:31,06:30,2026-09-21,Down
TR0482,14799,Passenger,Krishnarajapuram,Bangarapet,COR_05,Krishnarajapuram,Bangarapet,07:39,06:20,2026-09-22,Down
TR0483,41025,Goods,Bengaluru_City,Tiruppur,COR_04,Bengaluru_City,Tiruppur,09:24,06:00,2026-09-06,Down
TR0484,31893,Goods,Dindigul,Krishnarajapuram,COR_20,Dindigul,Krishnarajapuram,04:21,01:30,2026-09-04,Down
TR0485,40058,Suburban,Karur,Dharmapuri,COR_07,Karur,Dharmapuri,07:47,03:00,2026-09-12,Up
TR0486,13525,Goods,Salem,Dindigul,COR_14,Salem,Dindigul,16:34,14:40,2026-09-24,Up
TR0487,33513,Passenger,Bangarapet,Jolarpettai,COR_09,Bangarapet,Jolarpettai,06:03,05:10,2026-09-10,Up
TR0488,39573,Goods,Hosur,Tiruppur,COR_05,Hosur,Tiruppur,06:10,01:50,2026-09-05,Up
TR0489,18292,Mail/Express,Salem,Hosur,COR_07,Salem,Hosur,23:18,21:30,2026-09-09,Down
TR0490,65096,Passenger,Chennai_Central,Jolarpettai,COR_13,Chennai_Central,Jolarpettai,12:59,11:00,2026-09-09,Up
TR0491,31782,Passenger,Vaniyambadi,Karur,COR_03,Vaniyambadi,Karur,05:57,03:30,2026-09-20,Down
TR0492,68336,Passenger,Jolarpettai,Bangarapet,COR_15,Jolarpettai,Bangarapet,16:28,14:30,2026-09-12,Up
TR0493,21930,Mail/Express,Bangarapet,Erode,COR_01,Bangarapet,Erode,13:58,09:30,2026-09-07,Up
TR0494,27723,Passenger,Krishnarajapuram,Vellore,COR_02,Krishnarajapuram,Vellore,21:22,17:30,2026-09-09,Up
TR0495,41653,Goods,Krishnarajapuram,Arakkonam,COR_05,Krishnarajapuram,Arakkonam,17:47,16:40,2026-09-06,Down
TR0496,27849,Mail/Express,Dindigul,Katpadi,COR_17,Dindigul,Katpadi,11:40,08:20,2026-09-05,Down
TR0497,77889,Passenger,Bangarapet,Vaniyambadi,COR_16,Bangarapet,Vaniyambadi,09:05,07:50,2026-09-18,Up
TR0498,31578,Goods,Dindigul,Katpadi,COR_14,Dindigul,Katpadi,03:45,23:20,2026-09-14,Up
TR0499,13977,Passenger,Chennai_Central,Dindigul,COR_02,Chennai_Central,Dindigul,22:32,21:50,2026-09-09,Up
TR0500,17503,Mail/Express,Bangarapet,Coimbatore,COR_03,Bangarapet,Coimbatore,07:10,03:30,2026-09-23,Up
TR0501,76062,Goods,Salem,Dharmapuri,COR_05,Salem,Dharmapuri,14:18,12:50,2026-09-13,Down
TR0502,47641,Goods,Katpadi,Vaniyambadi,COR_06,Katpadi,Vaniyambadi,00:24,19:50,2026-09-06,Up
TR0503,59734,Goods,Hosur,Tiruchirappalli,COR_06,Hosur,Tiruchirappalli,22:10,19:00,2026-09-20,Down
TR0504,44247,Mail/Express,Chennai_Central,Arakkonam,COR_15,Chennai_Central,Arakkonam,19:31,19:00,2026-09-16,Down
TR0505,79472,Passenger,Katpadi,Salem,COR_11,Katpadi,Salem,02:30,23:40,2026-09-16,Up
TR0506,52158,Passenger,Karur,Vaniyambadi,COR_08,Karur,Vaniyambadi,11:06,08:40,2026-09-05,Down
TR0507,71573,Passenger,Jolarpettai,Erode,COR_10,Jolarpettai,Erode,23:50,23:00,2026-09-10,Up
TR0508,78920,Passenger,Dindigul,Tiruppur,COR_14,Dindigul,Tiruppur,19:58,19:20,2026-09-06,Up
TR0509,26287,Mail/Express,Arakkonam,Vellore,COR_09,Arakkonam,Vellore,17:20,12:20,2026-09-20,Up
TR0510,42638,Goods,Bengaluru_City,Jolarpettai,COR_09,Bengaluru_City,Jolarpettai,22:15,17:30,2026-09-16,Up
TR0511,18589,Passenger,Katpadi,Erode,COR_17,Katpadi,Erode,09:59,08:10,2026-09-16,Down
TR0512,12714,Passenger,Tiruchirappalli,Hosur,COR_06,Tiruchirappalli,Hosur,15:11,13:20,2026-09-17,Up
TR0513,43010,Passenger,Tiruchirappalli,Karur,COR_12,Tiruchirappalli,Karur,09:08,06:00,2026-09-05,Down
TR0514,15546,Passenger,Erode,Jolarpettai,COR_10,Erode,Jolarpettai,14:18,11:20,2026-09-11,Down
TR0515,21089,Goods,Dindigul,Jolarpettai,COR_11,Dindigul,Jolarpettai,09:51,09:10,2026-09-13,Down
TR0516,12948,Mail/Express,Hosur,Tiruchirappalli,COR_09,Hosur,Tiruchirappalli,23:28,18:40,2026-09-07,Down
TR0517,53457,Goods,Dindigul,Tiruchirappalli,COR_08,Dindigul,Tiruchirappalli,19:01,16:10,2026-09-08,Down
TR0518,48191,Passenger,Arakkonam,Dharmapuri,COR_20,Arakkonam,Dharmapuri,02:19,01:20,2026-09-10,Up
TR0519,26014,Passenger,Bangarapet,Tiruchirappalli,COR_12,Bangarapet,Tiruchirappalli,11:51,08:40,2026-09-11,Up
TR0520,78971,Goods,Katpadi,Vellore,COR_04,Katpadi,Vellore,03:02,22:40,2026-09-07,Up
TR0521,74563,Passenger,Bangarapet,Krishnarajapuram,COR_20,Bangarapet,Krishnarajapuram,20:11,18:00,2026-09-16,Down
TR0522,20992,Suburban,Arakkonam,Karur,COR_08,Arakkonam,Karur,02:59,01:50,2026-09-23,Down
TR0523,78743,Mail/Express,Erode,Vellore,COR_11,Erode,Vellore,18:38,14:40,2026-09-04,Up
TR0524,64397,Passenger,Chennai_Central,Dindigul,COR_07,Chennai_Central,Dindigul,21:21,18:00,2026-09-08,Up
TR0525,44588,Goods,Erode,Dharmapuri,COR_08,Erode,Dharmapuri,20:34,15:50,2026-09-23,Up
TR0526,27553,Mail/Express,Chennai_Central,Bangarapet,COR_14,Chennai_Central,Bangarapet,15:47,12:20,2026-09-06,Down
TR0527,24267,Goods,Katpadi,Vellore,COR_20,Katpadi,Vellore,19:46,16:50,2026-09-11,Up
TR0528,63382,Passenger,Tiruchirappalli,Coimbatore,COR_13,Tiruchirappalli,Coimbatore,11:41,10:00,2026-09-09,Up
TR0529,46047,Passenger,Tiruchirappalli,Vaniyambadi,COR_20,Tiruchirappalli,Vaniyambadi,06:31,02:10,2026-09-17,Up
TR0530,27046,Goods,Bengaluru_City,Arakkonam,COR_03,Bengaluru_City,Arakkonam,01:50,22:50,2026-09-17,Up
TR0531,66186,Goods,Chennai_Central,Dharmapuri,COR_12,Chennai_Central,Dharmapuri,11:22,07:30,2026-09-05,Up
TR0532,17259,Goods,Vaniyambadi,Karur,COR_04,Vaniyambadi,Karur,02:08,00:00,2026-09-10,Down
TR0533,69720,Passenger,Erode,Katpadi,COR_13,Erode,Katpadi,02:18,00:30,2026-09-10,Up
TR0534,66333,Goods,Bangarapet,Bengaluru_City,COR_06,Bangarapet,Bengaluru_City,11:16,10:20,2026-09-09,Down
TR0535,28690,Goods,Vellore,Coimbatore,COR_19,Vellore,Coimbatore,00:37,20:30,2026-09-20,Down
TR0536,79181,Suburban,Arakkonam,Vellore,COR_10,Arakkonam,Vellore,07:52,07:20,2026-09-10,Down
TR0537,27890,Goods,Krishnarajapuram,Coimbatore,COR_10,Krishnarajapuram,Coimbatore,02:40,21:40,2026-09-10,Up
TR0538,69183,Goods,Vellore,Arakkonam,COR_12,Vellore,Arakkonam,07:29,03:50,2026-09-04,Up
TR0539,12067,Goods,Salem,Katpadi,COR_17,Salem,Katpadi,11:23,09:20,2026-09-18,Down
TR0540,59265,Mail/Express,Jolarpettai,Erode,COR_19,Jolarpettai,Erode,23:55,19:50,2026-09-13,Down
TR0541,60344,Goods,Tiruchirappalli,Hosur,COR_03,Tiruchirappalli,Hosur,08:17,04:40,2026-09-22,Up
TR0542,50579,Goods,Dharmapuri,Vellore,COR_05,Dharmapuri,Vellore,13:46,09:00,2026-09-10,Up
TR0543,66344,Goods,Vellore,Jolarpettai,COR_07,Vellore,Jolarpettai,09:02,07:20,2026-09-21,Up
TR0544,69923,Mail/Express,Chennai_Central,Coimbatore,COR_14,Chennai_Central,Coimbatore,06:00,04:30,2026-09-04,Down
TR0545,78156,Goods,Bangarapet,Hosur,COR_06,Bangarapet,Hosur,20:16,17:50,2026-09-14,Down
TR0546,47316,Mail/Express,Tiruchirappalli,Vaniyambadi,COR_08,Tiruchirappalli,Vaniyambadi,22:18,21:40,2026-09-15,Down
TR0547,63245,Goods,Vaniyambadi,Karur,COR_04,Vaniyambadi,Karur,11:45,10:00,2026-09-15,Up
TR0548,55182,Goods,Bengaluru_City,Katpadi,COR_14,Bengaluru_City,Katpadi,21:13,17:30,2026-09-06,Up
TR0549,34941,Mail/Express,Dindigul,Coimbatore,COR_01,Dindigul,Coimbatore,14:44,13:00,2026-09-14,Down
TR0550,41536,Goods,Bengaluru_City,Bangarapet,COR_04,Bengaluru_City,Bangarapet,10:16,08:30,2026-09-13,Down
TR0551,10853,Goods,Chennai_Central,Jolarpettai,COR_02,Chennai_Central,Jolarpettai,15:40,15:10,2026-09-20,Down
TR0552,60749,Goods,Erode,Dindigul,COR_20,Erode,Dindigul,03:29,02:00,2026-09-06,Up
TR0553,79181,Passenger,Dharmapuri,Chennai_Central,COR_07,Dharmapuri,Chennai_Central,04:42,01:00,2026-09-24,Down
TR0554,69393,Goods,Hosur,Katpadi,COR_03,Hosur,Katpadi,00:17,23:20,2026-09-09,Up
TR0555,58281,Passenger,Tiruppur,Karur,COR_19,Tiruppur,Karur,21:05,20:10,2026-09-12,Down
TR0556,61214,Passenger,Coimbatore,Tiruppur,COR_01,Coimbatore,Tiruppur,17:34,14:40,2026-09-18,Up
TR0557,12550,Goods,Karur,Vaniyambadi,COR_13,Karur,Vaniyambadi,22:36,19:10,2026-09-06,Down
TR0558,44543,Passenger,Erode,Arakkonam,COR_16,Erode,Arakkonam,06:44,05:40,2026-09-20,Down
TR0559,21689,Suburban,Bangarapet,Dindigul,COR_03,Bangarapet,Dindigul,08:58,06:30,2026-09-14,Down
TR0560,20374,Goods,Bangarapet,Salem,COR_06,Bangarapet,Salem,16:29,12:00,2026-09-10,Up
TR0561,38687,Mail/Express,Katpadi,Jolarpettai,COR_04,Katpadi,Jolarpettai,01:57,00:30,2026-09-11,Down
TR0562,59280,Passenger,Tiruppur,Coimbatore,COR_05,Tiruppur,Coimbatore,21:06,17:40,2026-09-10,Down
TR0563,32111,Mail/Express,Dindigul,Hosur,COR_03,Dindigul,Hosur,10:15,09:20,2026-09-14,Up
TR0564,66512,Passenger,Erode,Hosur,COR_05,Erode,Hosur,17:18,16:00,2026-09-05,Up
TR0565,24192,Suburban,Bangarapet,Bengaluru_City,COR_15,Bangarapet,Bengaluru_City,08:00,03:30,2026-09-18,Down
TR0566,22093,Mail/Express,Jolarpettai,Dindigul,COR_17,Jolarpettai,Dindigul,03:52,02:00,2026-09-22,Up
TR0567,54582,Goods,Bangarapet,Bengaluru_City,COR_04,Bangarapet,Bengaluru_City,18:27,16:30,2026-09-19,Down
TR0568,77541,Passenger,Karur,Krishnarajapuram,COR_08,Karur,Krishnarajapuram,18:38,17:10,2026-09-14,Down
TR0569,74595,Mail/Express,Dharmapuri,Krishnarajapuram,COR_01,Dharmapuri,Krishnarajapuram,19:11,18:30,2026-09-22,Down
TR0570,62777,Mail/Express,Vellore,Tiruppur,COR_13,Vellore,Tiruppur,16:51,15:50,2026-09-19,Up
TR0571,59298,Goods,Tiruchirappalli,Vaniyambadi,COR_13,Tiruchirappalli,Vaniyambadi,00:51,00:20,2026-09-06,Up
TR0572,21296,Suburban,Krishnarajapuram,Salem,COR_06,Krishnarajapuram,Salem,12:41,10:50,2026-09-15,Up
TR0573,63075,Goods,Dindigul,Tiruppur,COR_11,Dindigul,Tiruppur,06:35,03:50,2026-09-06,Up
TR0574,15168,Goods,Vaniyambadi,Dharmapuri,COR_03,Vaniyambadi,Dharmapuri,22:53,18:30,2026-09-21,Down
TR0575,26629,Mail/Express,Karur,Hosur,COR_08,Karur,Hosur,18:51,17:00,2026-09-05,Down
TR0576,76500,Suburban,Krishnarajapuram,Karur,COR_02,Krishnarajapuram,Karur,02:18,23:40,2026-09-24,Up
TR0577,21011,Passenger,Dharmapuri,Tiruchirappalli,COR_10,Dharmapuri,Tiruchirappalli,18:53,17:50,2026-09-18,Down
TR0578,62645,Goods,Tiruppur,Katpadi,COR_02,Tiruppur,Katpadi,13:40,11:10,2026-09-19,Up
TR0579,59866,Mail/Express,Jolarpettai,Chennai_Central,COR_18,Jolarpettai,Chennai_Central,22:20,19:30,2026-09-23,Up
TR0580,67208,Goods,Coimbatore,Dindigul,COR_15,Coimbatore,Dindigul,14:26,12:40,2026-09-08,Up
TR0581,79748,Passenger,Tiruchirappalli,Bangarapet,COR_11,Tiruchirappalli,Bangarapet,16:39,15:50,2026-09-20,Up
TR0582,13918,Goods,Jolarpettai,Krishnarajapuram,COR_13,Jolarpettai,Krishnarajapuram,13:47,11:00,2026-09-15,Down
TR0583,26361,Passenger,Dharmapuri,Tiruppur,COR_13,Dharmapuri,Tiruppur,18:45,18:00,2026-09-21,Up
TR0584,61534,Goods,Salem,Bengaluru_City,COR_11,Salem,Bengaluru_City,13:08,08:10,2026-09-16,Up
TR0585,27445,Goods,Salem,Hosur,COR_05,Salem,Hosur,08:26,05:50,2026-09-22,Down
TR0586,54588,Goods,Krishnarajapuram,Bangarapet,COR_13,Krishnarajapuram,Bangarapet,19:02,17:40,2026-09-12,Up
TR0587,55003,Passenger,Jolarpettai,Dharmapuri,COR_11,Jolarpettai,Dharmapuri,01:31,23:30,2026-09-22,Up
TR0588,23398,Passenger,Krishnarajapuram,Dindigul,COR_13,Krishnarajapuram,Dindigul,14:19,10:40,2026-09-20,Up
TR0589,78017,Passenger,Erode,Salem,COR_18,Erode,Salem,15:40,11:00,2026-09-16,Down
TR0590,39387,Passenger,Dharmapuri,Coimbatore,COR_01,Dharmapuri,Coimbatore,00:03,21:20,2026-09-13,Up
TR0591,31602,Passenger,Katpadi,Vellore,COR_17,Katpadi,Vellore,20:17,15:40,2026-09-20,Down
TR0592,37549,Passenger,Krishnarajapuram,Bengaluru_City,COR_19,Krishnarajapuram,Bengaluru_City,04:36,01:00,2026-09-06,Down
TR0593,24053,Passenger,Tiruppur,Vellore,COR_10,Tiruppur,Vellore,12:33,10:20,2026-09-09,Down
TR0594,22763,Passenger,Bangarapet,Karur,COR_20,Bangarapet,Karur,20:48,15:50,2026-09-17,Down
TR0595,24300,Passenger,Arakkonam,Chennai_Central,COR_11,Arakkonam,Chennai_Central,21:06,19:20,2026-09-06,Up
TR0596,25992,Goods,Jolarpettai,Tiruppur,COR_12,Jolarpettai,Tiruppur,17:40,12:40,2026-09-20,Down
TR0597,57315,Passenger,Arakkonam,Vaniyambadi,COR_18,Arakkonam,Vaniyambadi,17:49,15:00,2026-09-20,Down
TR0598,64536,Passenger,Jolarpettai,Vaniyambadi,COR_13,Jolarpettai,Vaniyambadi,14:49,10:40,2026-09-14,Down
TR0599,28116,Goods,Dindigul,Tiruppur,COR_15,Dindigul,Tiruppur,10:15,08:20,2026-09-14,Down
TR0600,57672,Mail/Express,Dindigul,Dharmapuri,COR_09,Dindigul,Dharmapuri,03:46,23:40,2026-09-14,Down
